,ind1,ind2,vina_score,Unnamed: 3,smiles,mol,carbonyl,carboxylic acid,primary amine,alcohol,ester,amide,acid halide,fluorine halide,chlorine halide,bromine halide,iodine halide,anhydride,ether,secondary amine,enamine,alene,vinyl,phenol,fluorine,chlorine,Bromine,Iodine
80,80,80,-8.8,AZD-5423,CC(C(C1=CC(=CC=C1)OC)OC2=CC3=C(C=C2)N(N=C3)C4=CC=C(C=C4)F)NC(=O)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a247760>,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0
81,81,81,-8.8,BEMCENTINIB,C1CCN(C1)C2CCC3=C(CC2)C=C(C=C3)NC4=NN(C(=N4)N)C5=NN=C6C(=C5)CCCC7=CC=CC=C76,<rdkit.Chem.rdchem.Mol object at 0x7f562a2477b0>,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
82,82,82,-8.8,CICLESONIDE,CC(C)C(=O)OCC(=O)C12C(CC3C1(CC(C4C3CCC5=CC(=O)C=CC45C)O)C)OC(O2)C6CCCCC6,<rdkit.Chem.rdchem.Mol object at 0x7f562a247800>,3,0,0,1,2,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0
83,83,83,-8.8,CONIVAPTAN,CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6,<rdkit.Chem.rdchem.Mol object at 0x7f562a247850>,2,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
84,84,84,-8.8,CRENOLANIB,CC1(COC1)COC2=CC3=C(C=C2)N(C=N3)C4=NC5=C(C=CC=C5N6CCC(CC6)N)C=C4,<rdkit.Chem.rdchem.Mol object at 0x7f562a2478a0>,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
85,85,85,-8.8,GLENVASTATIN,CC(C)C1=C(C(=CC(=N1)C2=CC=CC=C2)C3=CC=C(C=C3)F)C=CC4CC(CC(=O)O4)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a2478f0>,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0
86,86,86,-8.8,HYPERICIN,CC1=CC(=O)C2=C(C3=C(C=C(C4=C3C5=C2C1=C6C(=CC(=O)C7=C(C8=C(C=C(C4=C8C5=C67)O)O)O)C)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a247940>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
87,87,87,-8.8,LIFIRAFENIB,C1CC(=O)NC2=NC=CC(=C21)OC3=CC4=C(C=C3)OC5C4C5C6=NC7=C(N6)C=C(C=C7)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a247990>,1,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0
88,88,88,-8.8,LOTAMILAST,CNC1=NC2=CC(=C(C=C2C(=N1)C3=CC(=CC=C3)NC(=O)C4=CC=C(C=C4)C(=O)OC)OC)OC,<rdkit.Chem.rdchem.Mol object at 0x7f562a2479e0>,2,0,0,0,0,1,2,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0
89,89,89,-8.8,LXR-623,C1=CC2=C(N(N=C2C(=C1)C(F)(F)F)CC3=C(C=C(C=C3)F)Cl)C4=CC=C(C=C4)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a247a30>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
90,90,90,-8.8,MINALRESTAT,C1C(=O)NC(=O)C12C3=C(C=CC(=C3)F)C(=O)N(C2=O)CC4=C(C=C(C=C4)Br)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a247a80>,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
91,91,91,-8.8,ROLAPITANT,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OCC2(CCC3(CCC(=O)N3)CN2)C4=CC=CC=C4,<rdkit.Chem.rdchem.Mol object at 0x7f562a247ad0>,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,6,0,0,0
92,92,92,-8.8,SELITRECTINIB,CC1CCC2=C(C=C(C=N2)F)C3CCCN3C4=NC5=C(C=NN5C=C4)C(=O)N1,<rdkit.Chem.rdchem.Mol object at 0x7f562a247b20>,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
93,93,93,-8.8,TIVANTINIB,C1CC2=C3C(=CC=C2)C(=CN3C1)C4C(C(=O)NC4=O)C5=CNC6=CC=CC=C65,<rdkit.Chem.rdchem.Mol object at 0x7f562a247b70>,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,94,94,-8.8,TRADIPITANT,C1=CC=C(C(=C1)C(=O)C2=C(N=CC=C2)C3=C(N(N=N3)CC4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F)C5=CC=NC=C5)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a247bc0>,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
95,95,95,-8.8,VIDUPIPRANT,CC(C)(C)NC(=O)C1=CC(=C(C=C1)OC2=C(C=C(C(=C2)F)CC(=O)O)Cl)NS(=O)(=O)C3=C(C=C(C=C3)C4CC4)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a247c10>,2,1,0,0,0,1,2,0,0,0,0,0,1,1,1,0,0,0,1,2,0,0
96,96,96,-8.7,AMCINAFIDE,CC12CC(C3(C(C1CC4C2(OC(O4)(C)C5=CC=CC=C5)C(=O)CO)CCC6=CC(=O)C=CC63C)F)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a247c60>,2,0,0,2,2,0,2,0,0,0,0,0,2,0,0,0,4,0,1,0,0,0
97,97,97,-8.7,AZD-7624,CC1=C(C=C(C=C1F)C(=O)NC2CC2)N3C=CN=C(C3=O)NC4(CC4)C5=CC=CC=C5OCCNC,<rdkit.Chem.rdchem.Mol object at 0x7f562a247cb0>,1,0,0,0,0,1,1,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0
98,98,98,-8.7,BASMISANIL,CC1=C(C(=NO1)C2=CC=C(C=C2)F)COC3=NC=C(C=C3)C(=O)N4CCS(=O)(=O)CC4,<rdkit.Chem.rdchem.Mol object at 0x7f562a247d00>,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
99,99,99,-8.7,BTA-9881,C1CN(C2(N1C(=O)C3=C2C=NC=C3)C4=CC=C(C=C4)Cl)C(=O)C5=CN=CC=C5,<rdkit.Chem.rdchem.Mol object at 0x7f562a247d50>,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100,100,100,-8.7,BUPARLISIB,C1COCCN1C2=NC(=NC(=C2)C3=CN=C(C=C3C(F)(F)F)N)N4CCOCC4,<rdkit.Chem.rdchem.Mol object at 0x7f562a247da0>,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,3,0,0,0
101,101,101,-8.7,CICLOTIZOLAM,C1CCC(CC1)C2=NN=C3N2C4=C(C=C(S4)Br)C(=NC3)C5=CC=CC=C5Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a247df0>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
102,102,102,-8.7,CILOFEXOR,C1CC1C2=C(C(=NO2)C3=C(C=CC=C3Cl)Cl)COC4=CC(=C(C=C4)C5(CN(C5)C6=NC=CC(=C6)C(=O)O)O)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a247e40>,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0
103,103,103,-8.7,CLOPIMOZIDE,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a247e90>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
104,104,104,-8.7,DIHYDROERGOCRISTINE,CC(C)C1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a247ee0>,3,0,0,1,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
105,105,105,-8.7,DIHYDROERGOTAMINE,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a247f30>,3,0,0,1,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
106,106,106,-8.7,DOMPERIDONE,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,<rdkit.Chem.rdchem.Mol object at 0x7f562a247f80>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
107,107,107,-8.7,DOXAZOSIN,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC,<rdkit.Chem.rdchem.Mol object at 0x7f562a248030>,1,0,1,0,0,1,1,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0
108,108,108,-8.7,ENTOSPLETINIB,C1COCCN1C2=CC=C(C=C2)NC3=NC(=CN4C3=NC=C4)C5=CC6=C(C=C5)C=NN6,<rdkit.Chem.rdchem.Mol object at 0x7f562a248080>,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0
109,109,109,-8.7,FANDOFLOXACIN,CN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=NC=C(C=C4)F)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a2480d0>,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
110,110,110,-8.7,FLUMERIDONE,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=C(C=C(C=C5)F)NC4=O,<rdkit.Chem.rdchem.Mol object at 0x7f562a248120>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
111,111,111,-8.7,GUADECITABINE,C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)OC4CC(OC4CO)N5C=NC(=NC5=O)N)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a248170>,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
112,112,112,-8.7,LBS-008,CC(=O)N1CCC2=C(C1)NN=C2C(=O)N3CCC(CC3)C4=C(C(=C(C=C4)F)F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a2481c0>,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
113,113,113,-8.7,LY-2090314,C1CCN(CC1)C(=O)N2CCN3C=C(C4=CC(=CC(=C43)C2)F)C5=C(C(=O)NC5=O)C6=CN=C7N6C=CC=C7,<rdkit.Chem.rdchem.Mol object at 0x7f562a248210>,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
114,114,114,-8.7,MK-0533,CCC(C(=O)O)OC1=CC=CC(=C1)N2C(=C(C3=C2C=C(C=C3)OC(F)(F)F)C(=O)C4=CC=C(C=C4)OC)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a248260>,2,1,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0
115,115,115,-8.7,MK-6592,CC1=CC(=NN1)NC2=CC(=NC(=N2)OC3CCN(C3)C(=O)C4=C(C=CC(=C4)Cl)F)N5CC(C5)(C6CC6)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a2482b0>,1,0,0,0,0,1,1,0,0,0,0,0,1,1,3,0,0,0,2,1,0,0
116,116,116,-8.7,MK-8033,CN1C=C(C=N1)C2=CC3=C(C=CC4=C(C3=O)C=C(C=C4)CS(=O)(=O)NCC5=CC=CC=N5)N=C2,<rdkit.Chem.rdchem.Mol object at 0x7f562a248300>,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
117,117,117,-8.7,NANDROLONE CYCLOTATE,CC12CCC(CC1)(C=C2)C(=O)OC3CCC4C3(CCC5C4CCC6=CC(=O)CCC56)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a248350>,2,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0
118,118,118,-8.7,PETESICATIB,CN1C=C(C=N1)C2=CC(=C(C=C2)S(=O)(=O)C3CC(N(C3)C(=O)C4(CC4)C(F)(F)F)C(=O)NC5(CC5)C#N)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a2483a0>,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
119,119,119,-8.7,R-343,CNC(=O)COC1=CC=CC(=C1)NC2=NC=C(C(=N2)NC3=CC4=C(C=C3)OC(C(=O)N4)(F)F)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a2483f0>,2,0,0,0,0,2,2,0,0,0,0,0,2,2,4,0,0,0,3,0,0,0
120,120,120,-8.7,RODATRISTAT ETHYL,CCOC(=O)C1CC2(CCN(CC2)C3=CC(=NC(=N3)N)OC(C4=C(C=C(C=C4)Cl)C5=CC=CC=C5)C(F)(F)F)CN1,<rdkit.Chem.rdchem.Mol object at 0x7f562a248440>,1,0,1,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,3,1,0,0
121,121,121,-8.7,SELETALISIB,C1=CC2=CC(=C(N=C2C(=C1)Cl)C3=C[N+](=CC=C3)[O-])C(C(F)(F)F)NC4=NC=NC5=C4N=CC=C5,<rdkit.Chem.rdchem.Mol object at 0x7f562a248490>,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,0
122,122,122,-8.7,SEPIMOSTAT,C1CN=C(N1)NC2=CC=C(C=C2)C(=O)OC3=CC4=C(C=C3)C=C(C=C4)C(=N)N,<rdkit.Chem.rdchem.Mol object at 0x7f562a2484e0>,1,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0
123,123,123,-8.7,SPERGUALIN,C(CCN=C(N)N)CC(CC(=O)NC(C(=O)NCCCCNCCCN)O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a248530>,2,0,1,2,0,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
124,124,124,-8.7,SULISATIN,CC1=C2C(=CC=C1)C(C(=O)N2)(C3=CC=C(C=C3)OS(=O)(=O)O)C4=CC=C(C=C4)OS(=O)(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a248580>,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
125,125,125,-8.7,TADALAFIL,CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,<rdkit.Chem.rdchem.Mol object at 0x7f562a2485d0>,2,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
126,126,126,-8.7,TAK-593,CC1=C(C=C(C=C1)OC2=NN3C=C(N=C3C=C2)NC(=O)C4CC4)NC(=O)C5=CC(=NN5C)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a248620>,2,0,0,0,0,2,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
127,127,127,-8.7,TG100-115,C1=CC(=CC(=C1)O)C2=NC3=C(N=C(N=C3N=C2C4=CC(=CC=C4)O)N)N,<rdkit.Chem.rdchem.Mol object at 0x7f562a248670>,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,0,0,0,0
128,128,128,-8.7,TIFLAMIZOLE,C1=CC(=CC=C1C2=C(N=C(N2)S(=O)(=O)C(C(F)F)(F)F)C3=CC=C(C=C3)F)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a2486c0>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
129,129,129,-8.7,TROPIFEXOR,C1CC1C2=C(C(=NO2)C3=CC=CC=C3OC(F)(F)F)COC4CC5CCC(C4)N5C6=NC7=C(C=C(C=C7S6)C(=O)O)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a248710>,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0
130,130,130,-8.7,VS-5584,CC1=NC2=C(N=C(N=C2N1C(C)C)N3CCOCC3)C4=CN=C(N=C4)N,<rdkit.Chem.rdchem.Mol object at 0x7f562a248760>,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
131,131,131,-8.6,ALK-4290,CC1=CC(=CC(=N1)NC(=O)C2CCC(=O)N2C3CCN(CC3)CC4=CC(=C(C=C4)Cl)C)C(=O)N(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a2487b0>,3,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
132,132,132,-8.6,APALUTAMIDE,CNC(=O)C1=C(C=C(C=C1)N2C(=S)N(C(=O)C23CCC3)C4=CC(=C(N=C4)C#N)C(F)(F)F)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a248800>,2,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0
133,133,133,-8.6,APIXABAN,COC1=CC=C(C=C1)N2C3=C(CCN(C3=O)C4=CC=C(C=C4)N5CCCCC5=O)C(=N2)C(=O)N,<rdkit.Chem.rdchem.Mol object at 0x7f562a248850>,3,0,0,0,0,3,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
134,134,134,-8.6,ATX-914,CC(C)C1=CC=C(C=C1)C2=NC(=O)N(C3=C2C=C(C=C3)OCC#C)CC4=CC5=NC=C(N=C5C=C4)Br,<rdkit.Chem.rdchem.Mol object at 0x7f562a2488a0>,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
135,135,135,-8.6,AZD-9977,CNC(=O)CC1COC2=C(N1C(=O)C3=CC4=C(C=C3)OCC(=O)N4)C=CC(=C2)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a2488f0>,3,0,0,0,0,3,3,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0
136,136,136,-8.6,BISFENAZONE,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NCC3=C(C(=O)N(N3C)C4=CC=CC=C4)C(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a248940>,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
137,137,137,-8.6,CHLORHEXIDINE,C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a248990>,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,2,0,0
138,138,138,-8.6,CLAZOSENTAN,CC1=CN=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=CC(=NC=C3)C4=NNN=N4)OCCO)OC5=CC=CC=C5OC,<rdkit.Chem.rdchem.Mol object at 0x7f562a2489e0>,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0
139,139,139,-8.6,DERSALAZINE,CC1=NC2=C(N1CC3CCN(CC3)C(=O)C=C(C4=CC=CC=C4)C5=CC=C(C=C5)N=NC6=CC(=C(C=C6)O)C(=O)O)C=CN=C2,<rdkit.Chem.rdchem.Mol object at 0x7f562a248a30>,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
140,140,140,-8.6,DIFLOXACIN,CN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=CC=C(C=C4)F)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a248a80>,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
141,141,141,-8.6,DIHYDROERGOCRYPTINE,CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CC5C(CC6=CNC7=CC=CC5=C67)N(C4)C)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a248ad0>,3,0,0,1,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
142,142,142,-8.6,EMITEFUR,CCOCN1C=C(C(=O)N(C1=O)C(=O)C2=CC(=CC=C2)C(=O)OC3=C(C=CC(=N3)OC(=O)C4=CC=CC=C4)C#N)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a248b20>,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
143,143,143,-8.6,ETOPOSIDE,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a248b70>,1,0,0,2,0,0,1,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0
144,144,144,-8.6,FLEZELASTINE,C1CC(CCN(C1)CCC2=CC=CC=C2)N3C(=O)C4=CC=CC=C4C(=N3)CC5=CC=C(C=C5)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a248bc0>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
145,145,145,-8.6,FOSQUIDONE,CC1C2=CC=CC=C2CN3C1=C4C(=C3)C(=O)C5=C(C4=O)C=CC=C5OP(=O)(O)OCC6=CC=CC=C6,<rdkit.Chem.rdchem.Mol object at 0x7f562a248c10>,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,146,146,-8.6,GSK-945237,C1CN(CCC1NCC2=CC3=C(N=N2)OCCO3)CC4CN5C(=O)C=CC6=C5C4=C(C=C6)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a248c60>,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0
147,147,147,-8.6,ISOMETAMIDIUM,CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N=NNC5=CC=CC(=C5)C(=N)N)N,<rdkit.Chem.rdchem.Mol object at 0x7f562a248cb0>,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0
148,148,148,-8.6,NALTALIMIDE,C1CC1CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)N7C(=O)C8=CC=CC=C8C7=O,<rdkit.Chem.rdchem.Mol object at 0x7f562a248d00>,2,0,0,1,0,2,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
149,149,149,-8.6,NIVOCASAN,CC(C)C1(CC(=NO1)C2=NC=CC3=CC=CC=C32)C(=O)NC4CC(=O)OC4(CF)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a248d50>,2,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
150,150,150,-8.6,OMILOXETINE,C1CN(CC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4)CC(=O)C5=CC=C(C=C5)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a248da0>,1,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0
151,151,151,-8.6,PAZINACLONE,C1CN(CCC12OCCO2)C(=O)CC3C4=CC=CC=C4C(=O)N3C5=NC6=C(C=C5)C=CC(=N6)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a248df0>,2,0,0,0,0,2,2,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0
152,152,152,-8.6,PICLOXYDINE,C1CN(CCN1C(=NC(=NC2=CC=C(C=C2)Cl)N)N)C(=NC(=NC3=CC=C(C=C3)Cl)N)N,<rdkit.Chem.rdchem.Mol object at 0x7f562a248e40>,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0
153,153,153,-8.6,PILARALISIB,CC(C)(C(=O)NC1=CC(=CC=C1)S(=O)(=O)NC2=NC3=CC=CC=C3N=C2NC4=C(C=CC(=C4)OC)Cl)N,<rdkit.Chem.rdchem.Mol object at 0x7f562a248e90>,1,0,1,0,0,1,1,0,0,0,0,0,1,3,4,0,0,0,0,1,0,0
154,154,154,-8.6,PIMOZIDE,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a248ee0>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
155,155,155,-8.6,PRANAZEPIDE,C1CN2C(=O)C(N=C(C3=CC=CC1=C32)C4=CC=CC=C4F)NC(=O)C5=CC6=CC=CC=C6N5,<rdkit.Chem.rdchem.Mol object at 0x7f562a248f30>,2,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
156,156,156,-8.6,R-306465,C1CN(CCN1C2=NC=C(C=N2)C(=O)NO)S(=O)(=O)C3=CC4=CC=CC=C4C=C3,<rdkit.Chem.rdchem.Mol object at 0x7f562a248f80>,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,157,157,-8.6,RAF-265,CN1C2=C(C=C(C=C2)OC3=CC(=NC=C3)C4=NC=C(N4)C(F)(F)F)N=C1NC5=CC=C(C=C5)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a249030>,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,6,0,0,0
158,158,158,-8.6,RELACORILANT,CN1C=C(C=N1)S(=O)(=O)N2CCC3=CC4=C(CC3(C2)C(=O)C5=NC=CC(=C5)C(F)(F)F)C=NN4C6=CC=C(C=C6)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a249080>,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0
159,159,159,-8.6,SB-649868,CC1=NC(=C(S1)C2=CC=C(C=C2)F)C(=O)N3CCCCC3CNC(=O)C4=C5C=COC5=CC=C4,<rdkit.Chem.rdchem.Mol object at 0x7f562a2490d0>,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
160,160,160,-8.6,SETROBUVIR,CS(=O)(=O)NC1=CC2=C(C=C1)NC(=NS2(=O)=O)C3=C(C4C5CCC(C5)C4N(C3=O)CC6=CC=C(C=C6)F)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a249120>,1,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,2,0,1,0,0,0
161,161,161,-8.6,SILIBININ,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a249170>,1,0,0,2,1,0,1,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0
162,162,162,-8.6,SIMEPREVIR,CC1=C(C=CC2=C1N=C(C=C2OC3CC4C(C3)C(=O)N(CCCCC=CC5CC5(NC4=O)C(=O)NS(=O)(=O)C6CC6)C)C7=NC(=CS7)C(C)C)OC,<rdkit.Chem.rdchem.Mol object at 0x7f562a2491c0>,3,0,0,0,0,3,3,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
